Class,Order,Effect_Order,Family,Effect_Family,Species,Effect_Species
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Buteo jamaicensis,0.357631004
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Buteo magnirostris,0.151647019
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Buteo polyosoma,0.256691096
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Buteogallus urubitinga,-0.075450183
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Chondrohierax uncinatus,0.036059564
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Elanoides forficatus,0.036059564
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Gyps rueppellii,-0.527969218
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Harpagus bidentatus,0.097648962
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Harpagus diodon,-0.385323091
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Ictinia plumbea,0.217528687
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Leptodon cayanensis,-0.111603857
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Leucopternis albicollis,-0.143993034
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Leucopternis melanops,-0.253026856
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Leucopternis schistaceus,-0.039200548
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Milvus migrans,0.573144909
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Morphnus guianensis,-0.351025156
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Neophron percnopterus,-0.69457403
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Spizaetus melanoleucus,-0.193753598
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Spizaetus ornatus,-0.001655121
Aves,Accipitriformes,-0.462666813,Accipitridae,-0.048329803,Torgos tracheliotos,-0.691978075
Aves,Anseriformes,-0.133420457,Anatidae,0.008301065,Anas platyrhynchos,0.333675017
Aves,Anseriformes,-0.133420457,Anatidae,0.008301065,Anas rubripes,0.030036622
Aves,Anseriformes,-0.133420457,Anatidae,0.008301065,Cairina moschata,0.143974375
Aves,Anseriformes,-0.133420457,Anatidae,0.008301065,Cygnus olor,-0.471593567
Aves,Anseriformes,-0.133420457,Anhimidae,-0.022238058,Anhima cornuta,-0.096689515
Aves,Apodiformes,0.54725068,Apodidae,0.052989397,Chaetura spinicaudus,-0.272095853
Aves,Apodiformes,0.54725068,Apodidae,0.052989397,Collocalia spodiopygia,0.502490028
Aves,Apodiformes,0.54725068,Hemiprocnidae,-0.014787449,Hemiprocne mystacea,-0.064294791
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Calypte anna,0.108500752
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Campylopterus largipennis,0.015988841
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Chrysuronia oenone,0.017694135
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Discosura longicaudus,-0.31064938
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Discosura popelairii,0.004721734
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Florisuga mellivora,0.17416222
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Glaucis hirsutus,-0.201630607
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Heliodoxa aurescens,-0.109772535
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Heliomaster longirostris,-0.259154353
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Heliothryx auritus,-0.0472832
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Hylocharis cyanus,0.155680823
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Hylocharis sapphirina,0.232996564
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Oreotrochilus leucopleurus,-0.28028073
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Phaethornis bourcieri,0.03680904
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Phaethornis hispidus,-0.019164787
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Phaethornis idaliae,0.146702485
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Phaethornis longuemareus,-0.07768523
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Phaethornis malaris,0.022436473
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Phaethornis ruber,-0.161916314
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Phaethornis stuarti,-0.248153326
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Phaethornis superciliosus,0.20537792
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Sephanoides sephaniodes,0.238092499
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Thalurania furcata,0.165646569
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Thalurania glaucopis,0.18871291
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Threnetes leucurus,0.114784921
Aves,Apodiformes,0.54725068,Trochilidae,0.018963418,Topaza pella,-0.030165814
Aves,Apterygiformes,0.356021178,Apterygidae,0.037189686,Apteryx australis,0.16169814
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Aceros everetti,-0.146750563
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Aceros plicatus,-0.078843608
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Buceros bicornis,-0.037307119
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Bycanistes albotibialis,0.280006661
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Bycanistes bucinator,-0.0590942
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Bycanistes cylindricus,0.304262665
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Bycanistes fistulator,0.048953678
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Ceratogymna atrata,0.22551559
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Penelopides mindorensis,0.104759281
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Tockus camurus,-0.302764799
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Tockus fasciatus,-0.110169404
Aves,Bucerotiformes,0.253473288,Bucerotidae,-0.02688143,Tropicranus albocristatus,-0.345446751
Aves,Bucerotiformes,0.253473288,Phoeniculidae,0.04603547,Phoeniculus purpureus,0.200158986
Aves,Bucerotiformes,0.253473288,Upupidae,0.007323576,Upupa marginata,0.031842395
Aves,Caprimulgiformes,0.064764599,Caprimulgidae,0.018196159,Lurocalis semitorquatus,-0.036118785
Aves,Caprimulgiformes,0.064764599,Caprimulgidae,0.018196159,Nyctiphrynus ocellatus,0.115234406
Aves,Caprimulgiformes,0.064764599,Nyctibiidae,-0.011430901,Nyctibius bracteatus,-0.024850378
Aves,Caprimulgiformes,0.064764599,Nyctibiidae,-0.011430901,Nyctibius grandis,-0.024850378
Aves,Casuariiformes,-0.632837314,Casuariidae,-0.066105677,Casuarius casuarius,0.026618826
Aves,Casuariiformes,-0.632837314,Casuariidae,-0.066105677,Dromaius novaehollandiae,-0.314041662
Aves,Cathartiformes,-0.113972628,Cathartidae,-0.011905489,Cathartes melambrotus,-0.05176423
Aves,Charadriiformes,0.067490082,Charadriidae,0.065481706,Charadrius vociferus,0.33962528
Aves,Charadriiformes,0.067490082,Charadriidae,0.065481706,Vanellus chilensis,0.076334086
Aves,Charadriiformes,0.067490082,Charadriidae,0.065481706,Vanellus vanellus,-0.131249513
Aves,Charadriiformes,0.067490082,Laridae,-0.101000744,Anous minutus,-0.567526434
Aves,Charadriiformes,0.067490082,Laridae,-0.101000744,Anous stolidus,-0.10953285
Aves,Charadriiformes,0.067490082,Laridae,-0.101000744,Gygis alba,0.463004839
Aves,Charadriiformes,0.067490082,Laridae,-0.101000744,Larus hyperboreus,-0.225089691
Aves,Charadriiformes,0.067490082,Scolopacidae,0.103167321,Gallinago delicata,0.273820536
Aves,Charadriiformes,0.067490082,Scolopacidae,0.103167321,Scolopax rusticola,0.174743725
Aves,Charadriiformes,0.067490082,Turnicidae,-0.060598323,Turnix castanotus,-0.23889356
Aves,Charadriiformes,0.067490082,Turnicidae,-0.060598323,Turnix nigricollis,-0.024583688
Aves,Coliiformes,0.451542877,Coliidae,0.047167806,Colius striatus,0.205082303
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Aplopelia larvata,0.259457933
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Chalcophaps indica,-0.367852587
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Columba arquatrix,0.186641479
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Columba livia,0.384800075
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Columba oenas,-0.343012564
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Columba palumbus,0.45052462
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Columba sjostedti,-0.236557545
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Ducula bicolor,0.46252921
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Ducula concinna,-0.407026317
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Ducula pacifica,-0.18926922
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Ducula perspicillata,0.390198779
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Geopelia placida,0.246246547
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Geotrygon montana,-0.014292365
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Gymnophaps mada,-0.21507439
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Leptotila rufaxilla,-0.010721707
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Macropygia amboinensis,-0.279038031
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Nesoenas picturatus,0.080652871
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Patagioenas plumbea,0.332337484
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Patagioenas subvinacea,0.149201389
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Phapitreron leucotis,-0.086036177
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Phaps chalcoptera,-0.127230188
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Ptilinopus dohertyi,-0.025946426
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Ptilinopus luteovirens,-0.211147812
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Ptilinopus melanospila,0.279519184
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Ptilinopus perousii,-1.000227366
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Ptilinopus porphyraceus,0.016876136
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Streptopelia capicola,0.222346322
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Streptopelia decaocto,0.017713946
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Streptopelia semitorquata,-0.05877918
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Treron australis,-0.264881892
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Treron teysmannii,-0.193300952
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Turtur chalcospilos,-0.071221087
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Turtur tympanistria,0.244210408
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Zenaida auriculata,0.377977226
Aves,Columbiformes,0.305721834,Columbidae,0.031935457,Zenaida macroura,0.139235321
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Alcedo atthis,-0.080331659
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Alcedo leucogaster,-0.100103275
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Chloroceryle aenea,0.156699759
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Chloroceryle inda,-0.189297446
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Cittura cyanotis,0.394349313
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Dacelo novaeguineae,0.25485502
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Halcyon malimbica,-0.071856174
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Megaceryle alcyon,0.14604824
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Megaceryle lugubris,-0.085125293
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Todiramphus australasia,0.036190434
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Todiramphus chloris,-0.140808899
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Todiramphus enigma,-0.110208083
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Todiramphus lazuli,-0.19198624
Aves,Coraciiformes,0.027146623,Alcedinidae,-0.048256881,Todiramphus pyrrhopygius,-0.228243224
Aves,Coraciiformes,0.027146623,Coraciidae,0.007913613,Eurystomus glaucurus,0.034407834
Aves,Coraciiformes,0.027146623,Meropidae,-0.052153802,Merops ornatus,-0.226761063
Aves,Coraciiformes,0.027146623,Momotidae,0.095332784,Electron platyrhynchum,0.063344893
Aves,Coraciiformes,0.027146623,Momotidae,0.095332784,Momotus momota,0.351155352
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Cacomantis sepulcralis,-0.145045888
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Cacomantis variolosus,-0.094174261
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Centropus bengalensis,-0.295378458
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Centropus superciliosus,-0.096661246
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Centropus toulou,0.005641341
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Centropus viridis,0.1676147
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Coua coquereli,0.236681835
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Coua cristata,0.288727022
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Coua ruficeps,0.188481263
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Cuculus rochii,-0.108852928
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Eudynamys orientalis,-0.209270468
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Eudynamys scolopaceus,-0.114834564
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Geococcyx californianus,-0.100578379
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Neomorphus geoffroyi,-0.205950079
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Piaya cayana,0.288481482
Aves,Cuculiformes,-0.065712095,Cuculidae,-0.006864233,Piaya melanogaster,0.165273426
Aves,Eurypigiformes,-0.267146744,Eurypygidae,-0.027905934,Eurypyga helias,-0.121333039
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Falco berigora,-0.108234634
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Falco femoralis,-0.004329321
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Falco rufigularis,-0.105516182
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Falco rusticolus,-0.347515251
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Falco sparverius,0.275720015
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Falco tinnunculus,0.071841017
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Herpetotheres cachinnans,0.123472356
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Ibycter americanus,0.19538468
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Micrastur gilvicollis,0.291214246
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Micrastur mirandollei,-0.349112676
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Micrastur ruficollis,-0.015022225
Aves,Falconiformes,-0.304799479,Falconidae,-0.031839108,Micrastur semitorquatus,-0.166336231
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Aburria aburri,-0.181960294
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Chamaepetes goudotii,0.16680565
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Crax alector,0.103426038
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Crax daubentoni,0.199352805
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Crax fasciolata,-0.141735181
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Crax globulosa,0.010708557
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Crax rubra,-0.088541852
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Mitu mitu,0.095138521
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Mitu tuberosum,-0.333869229
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Oreophasis derbianus,0.041032047
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Ortalis guttata,0.109927164
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Pauxi pauxi,0.084692867
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Penelope barbata,-0.057436616
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Penelope jacquacu,-0.066212194
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Penelope marail,0.033421981
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Penelope purpurascens,0.089414091
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Pipile cujubi,-0.337605961
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Pipile cumanensis,-0.609470693
Aves,Galliformes,0.316980803,Cracidae,-0.181183651,Pipile pipile,0.095138521
Aves,Galliformes,0.316980803,Megapodiidae,-0.056045384,Megapodius reinwardt,-0.243681391
Aves,Galliformes,0.316980803,Odontophoridae,0.16514867,Callipepla californica,0.063590586
Aves,Galliformes,0.316980803,Odontophoridae,0.16514867,Callipepla gambelii,0.041697407
Aves,Galliformes,0.316980803,Odontophoridae,0.16514867,Colinus virginianus,0.110026564
Aves,Galliformes,0.316980803,Odontophoridae,0.16514867,Cyrtonyx montezumae,-0.01174548
Aves,Galliformes,0.316980803,Odontophoridae,0.16514867,Odontophorus gujanensis,0.244447956
Aves,Galliformes,0.316980803,Odontophoridae,0.16514867,Odontophorus stellatus,0.270037773
Aves,Galliformes,0.316980803,Phasianidae,0.105191925,Agriocharis occellata,-0.027731229
Aves,Galliformes,0.316980803,Phasianidae,0.105191925,Alectoris rufa,-0.000287139
Aves,Galliformes,0.316980803,Phasianidae,0.105191925,Argusianus argus,-0.12603187
Aves,Galliformes,0.316980803,Phasianidae,0.105191925,Bonasa bonasia,-0.369902699
Aves,Galliformes,0.316980803,Phasianidae,0.105191925,Coturnix pectoralis,0.129593414
Aves,Galliformes,0.316980803,Phasianidae,0.105191925,Francolinus squamatus,-0.002854832
Aves,Galliformes,0.316980803,Phasianidae,0.105191925,Lagopus lagopus,0.904369409
Aves,Galliformes,0.316980803,Phasianidae,0.105191925,Perdix perdix,-0.238235599
Aves,Galliformes,0.316980803,Phasianidae,0.105191925,Phasianus colchicus,0.112497648
Aves,Galliformes,0.316980803,Phasianidae,0.105191925,Tetrao tetrix,-0.105137506
Aves,Galliformes,0.316980803,Phasianidae,0.105191925,Tetrao urogallus,0.181087498
Aves,Gruiformes,0.12852617,Psophiidae,0.132750637,Psophia crepitans,0.245528591
Aves,Gruiformes,0.12852617,Psophiidae,0.132750637,Psophia leucoptera,0.069251107
Aves,Gruiformes,0.12852617,Psophiidae,0.132750637,Psophia viridis,0.262410738
Aves,Gruiformes,0.12852617,Rallidae,-0.119324896,Amaurornis magnirostris,-0.152514249
Aves,Gruiformes,0.12852617,Rallidae,-0.119324896,Aramides cajanea,0.058909879
Aves,Gruiformes,0.12852617,Rallidae,-0.119324896,Fulica atra,-0.167855094
Aves,Gruiformes,0.12852617,Rallidae,-0.119324896,Gallinula chloropus,0.033313516
Aves,Gruiformes,0.12852617,Rallidae,-0.119324896,Porphyrio porphyrio,-0.422956805
Aves,Gruiformes,0.12852617,Rallidae,-0.119324896,Rallus philippensis,0.005847052
Aves,Gruiformes,0.12852617,Rallidae,-0.119324896,Sarothrura elegans,0.126439439
Aves,Leptosomiformes,-0.025121402,Leptosomidae,-0.002624161,Leptosomus discolor,-0.011409669
Aves,Mesitornithiformes,0.108188068,Mesitornithidae,0.011301239,Mesitornis variegata,0.049136991
Aves,Musophagiformes,0.420353094,Musophagidae,0.043909746,Corythaeola cristata,-0.284710919
Aves,Musophagiformes,0.420353094,Musophagidae,0.043909746,Tauraco bannermani,0.095630811
Aves,Musophagiformes,0.420353094,Musophagidae,0.043909746,Tauraco corythaix,0.379996597
Aves,Opisthocomiformes,0.08132309,Opisthocomidae,0.008494945,Opisthocomus hoazin,0.036935422
Aves,Otidiformes,-1.12358936,Otididae,-0.117369241,Ardeotis arabs,0.056618566
Aves,Otidiformes,-1.12358936,Otididae,-0.117369241,Chlamydotis undulata,-0.471203948
Aves,Otidiformes,-1.12358936,Otididae,-0.117369241,Neotis nuba,-0.095727826
Aves,Passeriformes,0.637010004,Acanthizidae,-0.057530196,Acanthiza apicalis,0.18702117
Aves,Passeriformes,0.637010004,Acanthizidae,-0.057530196,Acanthiza chrysorrhoa,-0.249861389
Aves,Passeriformes,0.637010004,Acanthizidae,-0.057530196,Acanthiza inornata,0.158625786
Aves,Passeriformes,0.637010004,Acanthizidae,-0.057530196,Gerygone fusca,0.026901868
Aves,Passeriformes,0.637010004,Acanthizidae,-0.057530196,Smicrornis brevirostris,-0.372824685
Aves,Passeriformes,0.637010004,Aegithalidae,0.019185461,Aegithalos caudatus,-0.2486283
Aves,Passeriformes,0.637010004,Aegithalidae,0.019185461,Psaltriparus minimus,0.332045338
Aves,Passeriformes,0.637010004,Alaudidae,-0.051168678,Alauda arvensis,-0.000215907
Aves,Passeriformes,0.637010004,Alaudidae,-0.051168678,Eremophila alpestris,0.038409662
Aves,Passeriformes,0.637010004,Alaudidae,-0.051168678,Lullula arborea,-0.260671572
Aves,Passeriformes,0.637010004,Artamidae,0.035205152,Artamus cinereus,0.281249391
Aves,Passeriformes,0.637010004,Artamidae,0.035205152,Artamus minor,-0.128179864
Aves,Passeriformes,0.637010004,Bernieridae,0.012465967,Bernieria madagascariensis,0.054201147
Aves,Passeriformes,0.637010004,Campephagidae,-0.126531705,Campephaga phoenicea,-0.101285538
Aves,Passeriformes,0.637010004,Campephagidae,-0.126531705,Coracina caesia,0.046103141
Aves,Passeriformes,0.637010004,Campephagidae,-0.126531705,Coracina cinerea,0.066967017
Aves,Passeriformes,0.637010004,Campephagidae,-0.126531705,Coracina dohertyi,0.17607411
Aves,Passeriformes,0.637010004,Campephagidae,-0.126531705,Coracina novaehollandiae,-0.430428536
Aves,Passeriformes,0.637010004,Campephagidae,-0.126531705,Coracina papuensis,-0.063660115
Aves,Passeriformes,0.637010004,Campephagidae,-0.126531705,Coracina striata,-0.064540874
Aves,Passeriformes,0.637010004,Campephagidae,-0.126531705,Lalage sueurii,-0.078709679
Aves,Passeriformes,0.637010004,Campephagidae,-0.126531705,Pericrocotus flammeus,-0.100670485
Aves,Passeriformes,0.637010004,Cardinalidae,0.012306721,Cardinalis cardinalis,-0.069104292
Aves,Passeriformes,0.637010004,Cardinalidae,0.012306721,Caryothraustes canadensis,0.205332593
Aves,Passeriformes,0.637010004,Cardinalidae,0.012306721,Cyanocompsa cyanoides,-0.30516214
Aves,Passeriformes,0.637010004,Cardinalidae,0.012306721,Habia rubica,0.101969209
Aves,Passeriformes,0.637010004,Cardinalidae,0.012306721,Saltator grossus,0.156554834
Aves,Passeriformes,0.637010004,Cardinalidae,0.012306721,Saltator maximus,-0.242767542
Aves,Passeriformes,0.637010004,Cardinalidae,0.012306721,Spiza americana,0.206686096
Aves,Passeriformes,0.637010004,Certhiidae,-0.045685049,Certhia americana,-0.339549303
Aves,Passeriformes,0.637010004,Certhiidae,-0.045685049,Certhia brachydactyla,0.175762624
Aves,Passeriformes,0.637010004,Certhiidae,-0.045685049,Certhia familiaris,-0.034848705
Aves,Passeriformes,0.637010004,Cinclidae,-0.061685109,Cinclus cinclus,-0.268202518
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Apalis cinerea,0.132770017
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Apalis flavida,-0.124592365
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Apalis jacksoni,-0.468843131
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Apalis personata,0.258582711
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Apalis porphyrolaema,0.139912123
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Apalis thoracica,-0.11831846
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Camaroptera brachyura,0.095703343
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Camaroptera chloronota,-0.093391551
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Cisticola brunnescens,0.068718785
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Cisticola chubbi,0.244618298
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Cisticola juncidis,0.409488407
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Oreolais pulchra,0.138566413
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Oreolais ruwenzorii,0.206035844
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Prinia bairdii,0.296951268
Aves,Passeriformes,0.637010004,Cisticolidae,0.176763928,Urolais epichlorus,-0.417644572
Aves,Passeriformes,0.637010004,Climacteridae,0.017742415,Climacteris melanurus,0.077142771
Aves,Passeriformes,0.637010004,Coerebidae,0.055904912,Coereba flaveola,0.243070628
Aves,Passeriformes,0.637010004,Colluricinclidae,-0.003740666,Colluricincla harmonica,-0.088695496
Aves,Passeriformes,0.637010004,Colluricinclidae,-0.003740666,Colluricincla sanghirensis,0.072431341
Aves,Passeriformes,0.637010004,Conopophagidae,-0.029499844,Conopophaga aurita,-0.160366699
Aves,Passeriformes,0.637010004,Conopophagidae,-0.029499844,Conopophaga peruviana,0.032103451
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Aphelocoma coerulescens,0.195714869
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Aphelocoma ultramarina,0.378871061
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Corvus albus,-0.10203385
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Corvus brachyrhynchos,-0.08449978
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Corvus corax,-0.953362645
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Corvus cornix,-0.44215953
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Corvus corone,-0.001829763
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Corvus coronoides,0.091969271
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Corvus cryptoleucus,-0.064793491
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Corvus frugilegus,0.543971608
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Corvus macrorhynchos,0.228027646
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Corvus monedula,0.628705841
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Corvus orru,-0.411642923
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Cyanocitta cristata,-0.170508921
